,F2s,F3s
0,0.8080229226361032,0.6470588235294118
1,0.8194842406876791,0.8235294117647058
2,0.833810888252149,0.7058823529411765
3,0.7965616045845272,0.7058823529411765
4,0.8194842406876791,0.7647058823529411
5,0.7851002865329513,0.8235294117647058
6,0.8022922636103151,0.7647058823529411
7,0.7936962750716332,0.5882352941176471
8,0.7965616045845272,0.47058823529411764
9,0.7908309455587392,0.47058823529411764
10,0.7879656160458453,0.47058823529411764
11,0.8194842406876791,0.7058823529411765
12,0.7621776504297995,0.6470588235294118
13,0.7936962750716332,0.8235294117647058
14,0.7851002865329513,0.7058823529411765
15,0.8194842406876791,0.8235294117647058
16,0.8080229226361032,0.47058823529411764
17,0.7793696275071633,0.6470588235294118
18,0.828080229226361,0.8823529411764706
19,0.8166189111747851,0.7647058823529411
20,0.8481375358166189,0.8235294117647058
21,0.7621776504297995,0.7058823529411765
22,0.7736389684813754,0.8823529411764706
23,0.7593123209169055,0.8235294117647058
24,0.8051575931232091,0.7058823529411765
25,0.7936962750716332,0.47058823529411764
26,0.8051575931232091,0.47058823529411764
27,0.8223495702005731,0.7058823529411765
28,0.8108882521489972,0.6470588235294118
29,0.7765042979942693,0.5882352941176471
30,0.8194842406876791,0.7647058823529411
31,0.8137535816618912,0.6470588235294118
32,0.7822349570200573,0.7058823529411765
33,0.8080229226361032,0.7058823529411765
34,0.828080229226361,0.8235294117647058
35,0.8481375358166189,0.7647058823529411
36,0.8194842406876791,0.9411764705882353
37,0.8166189111747851,0.5882352941176471
38,0.7736389684813754,0.5882352941176471
39,0.7908309455587392,0.7647058823529411
40,0.8051575931232091,0.6470588235294118
41,0.8166189111747851,0.7058823529411765
42,0.8080229226361032,0.7058823529411765
43,0.7908309455587392,0.6470588235294118
44,0.7965616045845272,0.7647058823529411
45,0.7936962750716332,0.7647058823529411
46,0.828080229226361,0.7647058823529411
47,0.8051575931232091,0.7058823529411765
48,0.7965616045845272,0.7647058823529411
49,0.8080229226361032,0.7647058823529411
50,0.7936962750716332,0.8235294117647058
51,0.8051575931232091,0.7058823529411765
52,0.830945558739255,0.7647058823529411
53,0.7965616045845272,0.6470588235294118
54,0.7936962750716332,0.8235294117647058
55,0.7793696275071633,0.5294117647058824
56,0.7851002865329513,0.7647058823529411
57,0.7822349570200573,0.7647058823529411
58,0.8252148997134671,0.6470588235294118
59,0.7822349570200573,0.7058823529411765
60,0.8022922636103151,0.7058823529411765
61,0.8080229226361032,0.5882352941176471
62,0.7936962750716332,0.7647058823529411
63,0.8223495702005731,0.5294117647058824
64,0.7994269340974212,0.6470588235294118
65,0.7650429799426934,0.6470588235294118
66,0.8051575931232091,0.7058823529411765
67,0.7936962750716332,0.5294117647058824
68,0.7965616045845272,0.5882352941176471
69,0.7994269340974212,0.7647058823529411
70,0.8252148997134671,0.6470588235294118
71,0.8166189111747851,0.7647058823529411
72,0.7650429799426934,0.7647058823529411
73,0.8194842406876791,0.7058823529411765
74,0.8022922636103151,0.7058823529411765
75,0.7879656160458453,0.7058823529411765
76,0.8022922636103151,0.7647058823529411
77,0.8108882521489972,0.7647058823529411
78,0.7822349570200573,0.5882352941176471
79,0.7650429799426934,0.7058823529411765
80,0.7765042979942693,0.8823529411764706
81,0.8252148997134671,0.8235294117647058
82,0.7879656160458453,0.7058823529411765
83,0.7535816618911175,0.7647058823529411
84,0.8051575931232091,0.7058823529411765
85,0.7535816618911175,0.7647058823529411
86,0.8481375358166189,0.7647058823529411
87,0.7908309455587392,0.5882352941176471
88,0.7851002865329513,0.7058823529411765
89,0.7994269340974212,0.7058823529411765
90,0.8108882521489972,0.5882352941176471
91,0.7879656160458453,0.6470588235294118
92,0.8194842406876791,0.5882352941176471
93,0.7994269340974212,0.7058823529411765
94,0.7793696275071633,0.5882352941176471
95,0.8166189111747851,0.5294117647058824
96,0.7994269340974212,0.7647058823529411
97,0.7994269340974212,0.7647058823529411
98,0.7965616045845272,0.7647058823529411
99,0.7793696275071633,0.5294117647058824
100,0.7793696275071633,0.7647058823529411
101,0.7593123209169055,0.5294117647058824
102,0.7793696275071633,0.47058823529411764
103,0.8137535816618912,0.6470588235294118
104,0.7650429799426934,0.47058823529411764
105,0.7707736389684814,0.6470588235294118
106,0.8108882521489972,0.7647058823529411
107,0.7564469914040115,0.6470588235294118
108,0.830945558739255,0.5294117647058824
109,0.7822349570200573,0.5294117647058824
110,0.8223495702005731,0.7058823529411765
111,0.8051575931232091,0.6470588235294118
112,0.7994269340974212,0.6470588235294118
113,0.7851002865329513,0.6470588235294118
114,0.8166189111747851,0.9411764705882353
115,0.7851002865329513,0.5294117647058824
116,0.7765042979942693,0.7058823529411765
